"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Seated Leg Press (Machine)";"1";"110.0";"12";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Seated Leg Press (Machine)";"2";"110.0";"13";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Seated Leg Press (Machine)";"3";"110.0";"12";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Seated Overhead Press (Dumbbell)";"1";"22.0";"9";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Seated Overhead Press (Dumbbell)";"2";"22.0";"9";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Seated Overhead Press (Dumbbell)";"3";"22.0";"7";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Bicep Curl (Dumbbell)";"1";"10.0";"10";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Bicep Curl (Dumbbell)";"2";"10.0";"10";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Bicep Curl (Dumbbell)";"3";"10.0";"10";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Lateral Raise (Cable)";"1";"6.25";"14";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Lateral Raise (Cable)";"2";"8.75";"5";"";"";"";"";""
"8";"2020-06-10 16:30:14";"Day 5";"5256";"Lateral Raise (Cable)";"3";"6.25";"13";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Incline Bench Press (Dumbbell)";"W";"16.0";"15";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Incline Bench Press (Dumbbell)";"W";"26.0";"12";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Incline Bench Press (Dumbbell)";"1";"30.0";"8";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Incline Bench Press (Dumbbell)";"2";"30.0";"7";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Incline Bench Press (Dumbbell)";"3";"30.0";"6";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Shoulder Press (Machine)";"1";"30.0";"12";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Shoulder Press (Machine)";"2";"35.0";"8";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Shoulder Press (Machine)";"3";"40.0";"8";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Lying Leg Curl (Machine)";"1";"20.0";"10";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Lying Leg Curl (Machine)";"2";"20.0";"10";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Lying Leg Curl (Machine)";"3";"20.0";"10";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Seated Row (Cable)";"W";"50.0";"12";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Seated Row (Cable)";"1";"80.0";"8";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Seated Row (Cable)";"2";"80.0";"9";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Seated Row (Cable)";"3";"70.0";"11";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Triceps Pushdown (Cable - Straight Bar)";"1";"17.5";"12";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Triceps Pushdown (Cable - Straight Bar)";"2";"17.5";"14";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Triceps Pushdown (Cable - Straight Bar)";"3";"17.5";"14";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Bicep Curl (Cable)";"1";"21.25";"12";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Bicep Curl (Cable)";"2";"21.25";"12";"";"";"";"";""
"9";"2020-06-12 14:10:54";"Day 1";"4820";"Bicep Curl (Cable)";"3";"21.25";"12";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Squat (Barbell)";"W";"20.0";"15";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Squat (Barbell)";"W";"40.0";"12";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Squat (Barbell)";"W";"60.0";"10";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Squat (Barbell)";"1";"70.0";"7";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Squat (Barbell)";"2";"70.0";"7";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Squat (Barbell)";"3";"70.0";"7";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lat Pulldown (Cable)";"1";"60.0";"10";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lat Pulldown (Cable)";"2";"70.0";"6";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lat Pulldown (Cable)";"3";"60.0";"10";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lat Pulldown (Cable)";"4";"60.0";"8";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bench Press (Barbell)";"W";"40.0";"10";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bench Press (Barbell)";"1";"70.0";"10";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bench Press (Barbell)";"2";"75.0";"7";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bench Press (Barbell)";"3";"75.0";"6";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lying Leg Curl (Machine)";"1";"22.5";"9";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lying Leg Curl (Machine)";"2";"22.5";"9";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Lying Leg Curl (Machine)";"3";"22.5";"9";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Seated Overhead Press (Dumbbell)";"1";"22.0";"9";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Seated Overhead Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Seated Overhead Press (Dumbbell)";"3";"22.0";"7";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bicep Curl (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bicep Curl (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Bicep Curl (Dumbbell)";"3";"12.0";"13";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Reverse Fly (Machine)";"1";"45.0";"12";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Reverse Fly (Machine)";"2";"45.0";"13";"";"";"";"";""
"10";"2020-06-14 17:56:54";"Day 2";"4530";"Reverse Fly (Machine)";"3";"47.5";"10";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Seated Row (Machine)";"1";"57.5";"13";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Seated Row (Machine)";"2";"72.5";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Seated Row (Machine)";"3";"80.0";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Seated Row (Machine)";"4";"80.0";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Chest Press (Machine)";"W";"35.0";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Chest Press (Machine)";"1";"50.0";"10";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Chest Press (Machine)";"2";"50.0";"10";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Chest Press (Machine)";"3";"50.0";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Leg Extension (Machine)";"W";"42.5";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Leg Extension (Machine)";"1";"65.0";"14";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Leg Extension (Machine)";"2";"72.5";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Leg Extension (Machine)";"3";"80.0";"13";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Shoulder Press (Machine)";"1";"40.0";"9";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Shoulder Press (Machine)";"2";"40.0";"11";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Shoulder Press (Machine)";"3";"40.0";"9";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Bicep Curl (Barbell)";"1";"17.5";"13";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Bicep Curl (Barbell)";"2";"17.5";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Bicep Curl (Barbell)";"3";"17.5";"13";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Skullcrusher (Barbell)";"1";"20.0";"12";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Skullcrusher (Barbell)";"2";"20.0";"10";"";"";"";"";""
"11";"2020-06-15 16:19:20";"Nachmittags-Workout";"5277";"Skullcrusher (Barbell)";"3";"20.0";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Incline Bench Press (Dumbbell)";"W";"16.0";"15";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Incline Bench Press (Dumbbell)";"W";"26.0";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Incline Bench Press (Dumbbell)";"1";"30.0";"10";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Incline Bench Press (Dumbbell)";"2";"30.0";"8";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Incline Bench Press (Dumbbell)";"3";"30.0";"7";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Seated Row (Machine)";"W";"57.5";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Seated Row (Machine)";"1";"80.0";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Seated Row (Machine)";"2";"80.0";"10";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Seated Row (Machine)";"3";"80.0";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Shoulder Press (Machine)";"1";"40.0";"9";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Shoulder Press (Machine)";"2";"45.0";"8";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Shoulder Press (Machine)";"3";"40.0";"8";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Barbell)";"1";"20.0";"13";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Barbell)";"2";"20.0";"9";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Barbell)";"3";"20.0";"7";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Reverse Fly (Machine)";"1";"45.0";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Reverse Fly (Machine)";"2";"47.5";"11";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Reverse Fly (Machine)";"3";"47.5";"11";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Cable)";"Note";"";"";"";"";"";"Einarmig";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Cable)";"1";"8.75";"12";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Cable)";"2";"8.75";"10";"";"";"";"";""
"12";"2020-06-17 11:55:37";"blublub";"3769";"Bicep Curl (Cable)";"3";"8.75";"8";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Bench Press (Barbell)";"W";"20.0";"15";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Bench Press (Barbell)";"W";"40.0";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Bench Press (Barbell)";"W";"60.0";"8";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Bench Press (Barbell)";"1";"75.0";"8";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Bench Press (Barbell)";"2";"75.0";"7";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Bench Press (Barbell)";"3";"75.0";"6";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Pull Up";"1";"10.0";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Pull Up";"2";"10.0";"9";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Pull Up";"3";"10.0";"7";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Pull Up";"4";"0.0";"8";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Deadlift (Barbell)";"W";"70.0";"7";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Deadlift (Barbell)";"W";"70.0";"9";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Deadlift (Barbell)";"1";"90.0";"5";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Deadlift (Barbell)";"2";"90.0";"5";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Seated Overhead Press (Dumbbell)";"1";"22.0";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Seated Overhead Press (Dumbbell)";"2";"22.0";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Seated Overhead Press (Dumbbell)";"3";"22.0";"6";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Seated Leg Press (Machine)";"1";"102.0";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Seated Leg Press (Machine)";"2";"110.0";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Seated Leg Press (Machine)";"3";"110.0";"9";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Triceps Pushdown (Cable - Straight Bar)";"1";"18.75";"16";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Triceps Pushdown (Cable - Straight Bar)";"2";"21.25";"11";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Triceps Pushdown (Cable - Straight Bar)";"3";"21.25";"9";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Lateral Raise (Cable)";"1";"8.75";"10";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Lateral Raise (Cable)";"2";"6.25";"15";"";"";"";"";""
"13";"2020-06-19 12:45:56";"blublub";"4551";"Lateral Raise (Cable)";"3";"6.25";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Incline Bench Press (Dumbbell)";"W";"20.0";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Incline Bench Press (Dumbbell)";"1";"30.0";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Incline Bench Press (Dumbbell)";"2";"30.0";"7";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Incline Bench Press (Dumbbell)";"3";"30.0";"8";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Leg Extension (Machine)";"1";"75.0";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Leg Extension (Machine)";"2";"75.0";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Leg Extension (Machine)";"3";"75.0";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Seated Row (Machine)";"1";"72.5";"8";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Seated Row (Machine)";"2";"72.5";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Seated Row (Machine)";"3";"72.5";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Shoulder Press (Machine)";"1";"40.0";"10";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Shoulder Press (Machine)";"2";"45.0";"9";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Shoulder Press (Machine)";"3";"45.0";"7";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Bicep Curl (Cable)";"1";"8.75";"12";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Bicep Curl (Cable)";"2";"8.75";"12";"";"";"";"";""
"14";"2020-06-22 20:37:15";"Abend-Workout";"4148";"Bicep Curl (Cable)";"3";"8.75";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Pull Up";"1";"10.0";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Pull Up";"2";"10.0";"8";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Pull Up";"3";"10.0";"8";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Seated Overhead Press (Dumbbell)";"W";"14.0";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Seated Overhead Press (Dumbbell)";"1";"22.0";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Seated Overhead Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Seated Overhead Press (Dumbbell)";"3";"22.0";"9";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Deadlift (Barbell)";"W";"60.0";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Deadlift (Barbell)";"W";"80.0";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Deadlift (Barbell)";"1";"100.0";"5";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Bench Press (Barbell)";"W";"60.0";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Bench Press (Barbell)";"1";"75.0";"7";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Bench Press (Barbell)";"2";"75.0";"6";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Bench Press (Barbell)";"3";"75.0";"5";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Reverse Fly (Machine)";"1";"47.5";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Reverse Fly (Machine)";"2";"47.5";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Reverse Fly (Machine)";"3";"47.5";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Leg Extension (Machine)";"1";"65.0";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Leg Extension (Machine)";"2";"65.0";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Leg Extension (Machine)";"3";"72.5";"10";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Triceps Extension (Cable)";"1";"21.5";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Triceps Extension (Cable)";"2";"21.5";"12";"";"";"";"";""
"15";"2020-06-23 12:11:26";"Mittags-Workout";"5856";"Triceps Extension (Cable)";"3";"17.5";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Squat (Barbell)";"W";"20.0";"15";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Squat (Barbell)";"W";"50.0";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Squat (Barbell)";"1";"70.0";"7";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Squat (Barbell)";"2";"75.0";"6";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Squat (Barbell)";"3";"75.0";"5";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Shoulder Press (Machine)";"W";"30.0";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Shoulder Press (Machine)";"1";"40.0";"8";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Shoulder Press (Machine)";"2";"45.0";"7";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Shoulder Press (Machine)";"3";"45.0";"7";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lying Leg Curl (Machine)";"1";"35.0";"12";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lying Leg Curl (Machine)";"2";"35.0";"12";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lying Leg Curl (Machine)";"3";"42.0";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lying Leg Curl (Machine)";"4";"42.0";"9";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Incline Bench Press (Dumbbell)";"W";"20.0";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Incline Bench Press (Dumbbell)";"1";"30.0";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Incline Bench Press (Dumbbell)";"2";"30.0";"6";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Incline Bench Press (Dumbbell)";"3";"30.0";"7";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Chest Fly";"1";"50.0";"12";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Chest Fly";"2";"57.0";"8";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Chest Fly";"3";"55.0";"8";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lat Pulldown (Cable)";"1";"60.0";"10";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lat Pulldown (Cable)";"2";"70.0";"6";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lat Pulldown (Cable)";"3";"60.0";"8";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Lat Pulldown (Cable)";"4";"60.0";"6";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Bicep Curl (Cable)";"1";"8.75";"12";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Bicep Curl (Cable)";"2";"8.75";"9";"";"";"";"";""
"16";"2020-06-25 13:13:48";"Day 2";"4781";"Bicep Curl (Cable)";"3";"8.75";"9";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Row (Cable)";"W";"50.0";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Row (Cable)";"1";"80.0";"8";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Row (Cable)";"2";"70.0";"13";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Row (Cable)";"3";"70.0";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Incline Chest Press (Machine)";"W";"20.0";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Incline Chest Press (Machine)";"1";"30.0";"10";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Incline Chest Press (Machine)";"2";"35.0";"6";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Incline Chest Press (Machine)";"3";"30.0";"6";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Leg Press (Machine)";"1";"95.0";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Leg Press (Machine)";"2";"110.0";"11";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Seated Leg Press (Machine)";"3";"95.0";"10";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Skullcrusher (Barbell)";"1";"17.5";"13";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Skullcrusher (Barbell)";"2";"17.5";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Skullcrusher (Barbell)";"3";"17.5";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Bicep Curl (Barbell)";"1";"17.5";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Bicep Curl (Barbell)";"2";"17.5";"9";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Bicep Curl (Barbell)";"3";"17.5";"10";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Shrug (Dumbbell)";"1";"20.0";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Shrug (Dumbbell)";"2";"20.0";"12";"";"";"";"";""
"17";"2020-06-26 15:19:48";"Nachmittags-Workout";"4745";"Shrug (Dumbbell)";"3";"20.0";"14";"";"";"";"";""
"18";"2020-06-29 19:36:07";"Abend-Workout";"4846";"Lat Pulldown (Cable)";"W";"50.0";"12";"";"";"";"";""
"18";"2020-06-29 19:36:07";"Abend-Workout";"4846";"Lat Pulldown (Cable)";"1";"70.0";"10";"";"";"";"";""
"18";"2020-06-29 19:36:07";"Abend-Workout";"4846";"Lat Pulldown (Cable)";"2";"80.0";"8";"";"";"";"";""
